num_doc,tipo_cliente,grupo_riesgo
848427978406.0,adicion,t6
876009611355.0,adicion,t6
879067753138.0,adicion,t3
915916998437.0,objetivo,t5
918289953872.0,adicion,t5
982334827857.0,objetivo,t5
1961385909.0,adicion,t6
13836886497.0,objetivo,t5
14296618166.0,objetivo,t2
28815347032.0,objetivo,t7
107985838099.0,objetivo,t5
145114903667.0,adicion,t6
154066609263.0,adicion,t1
186402787098.0,adicion,t3
194274323443.0,adicion,t1
223366925812.0,objetivo,t6
236876690546.0,objetivo,t5
241099656759.0,objetivo,t7
265576197215.0,adicion,t5
273421181918.0,objetivo,t6
343729127310.0,objetivo,t3
456881585211.0,adicion,t3
479359079006.0,objetivo,t6
528930308337.0,adicion,t6
542421190067.0,adicion,t6
572574094582.0,adicion,t6
583178285453.0,objetivo,t6
645805834961.0,adicion,t5
670710958823.0,objetivo,t5
674401461737.0,adicion,t4
677291875418.0,adicion,t5
696560357177.0,adicion,t2
714366406818.0,adicion,t3
729199890237.0,adicion,t3
732813127332.0,objetivo,t1
763275770685.0,objetivo,t6
811845341445.0,adicion,t3
812755042821.0,objetivo,t6
859042439673.0,adicion,t6
914754413059.0,objetivo,t5
116055918297.0,adicion,t5
116058205994.0,adicion,t4
118869848702.0,objetivo,t5
154507202266.0,objetivo,t6
189730039055.0,adicion,t7
196348378250.0,objetivo,t5
236171033492.0,adicion,t5
240684884483.0,adicion,t6
245378838843.0,objetivo,t4
314237099264.0,adicion,t5
379935374919.0,adicion,t5
389809735115.0,adicion,t5
432598845028.0,adicion,t7
446010671857.0,adicion,t5
447378304071.0,adicion,t5
467853636285.0,objetivo,t5
476249167112.0,adicion,t3
486198633764.0,objetivo,t6
508405164952.0,adicion,t4
533129275712.0,objetivo,t4
576596982429.0,adicion,t5
611322201527.0,adicion,t5
644030700363.0,objetivo,t6
650788246731.0,adicion,t4
659887644941.0,objetivo,t4
663468977659.0,objetivo,t5
721582714467.0,objetivo,t7
725229047200.0,objetivo,t6
756050842574.0,objetivo,t6
761663577462.0,adicion,t1
766409262675.0,objetivo,t4
789251199574.0,objetivo,t7
838702584235.0,adicion,t3
972778044739.0,objetivo,t6
991821159434.0,adicion,t5
38681224403.0,objetivo,t6
40531911921.0,adicion,t6
244786023467.0,adicion,t6
319201618628.0,objetivo,t6
343357453170.0,adicion,t5
346113958130.0,adicion,t1
367705719938.0,adicion,t7
407044644645.0,adicion,t3
436318812357.0,objetivo,t6
436971501194.0,adicion,t7
441223117350.0,adicion,t6
511125940958.0,objetivo,t6
511135071661.0,adicion,t4
550359848023.0,objetivo,t2
591210586271.0,objetivo,t3
638331128498.0,adicion,t5
660720612259.0,objetivo,t6
690147306486.0,objetivo,t4
727456780493.0,objetivo,t6
731559325843.0,adicion,t6
774699862199.0,objetivo,t4
803161911598.0,adicion,t5
837830118102.0,adicion,t5
844276583194.0,objetivo,t6
850209820543.0,objetivo,t4
884130007169.0,objetivo,t6
914042294038.0,adicion,t2
926278764505.0,adicion,t6
929056636870.0,objetivo,t7
958278593913.0,adicion,t4
974209332261.0,adicion,t5
980333414931.0,adicion,t7
992501785125.0,objetivo,t3
6763840484.0,adicion,t5
16379026860.0,adicion,t5
71987331917.0,objetivo,t7
82574778507.0,adicion,t5
94899951875.0,adicion,t5
130370415935.0,objetivo,t6
140881652696.0,objetivo,t6
156050426507.0,adicion,t1
306699378590.0,adicion,t6
334449769390.0,objetivo,t6
347993194326.0,objetivo,t6
358437350171.0,adicion,t6
408458998906.0,objetivo,t7
445424648792.0,adicion,t6
464969618709.0,objetivo,t4
531594896676.0,adicion,t3
537633046830.0,objetivo,t5
572336431165.0,adicion,t7
584705809694.0,adicion,t6
648009303774.0,adicion,t7
661907524179.0,adicion,t1
665736173877.0,objetivo,t3
693330210119.0,objetivo,t6
706653501885.0,objetivo,t6
712714320296.0,objetivo,t6
731411022353.0,objetivo,t7
744938773119.0,adicion,t5
766478024214.0,objetivo,t5
820071243364.0,adicion,t1
826062820801.0,objetivo,t2
872590595299.0,objetivo,t4
944680779837.0,adicion,t1
91436923238.0,objetivo,t6
112303088747.0,adicion,t7
120254783858.0,objetivo,t6
182046681913.0,adicion,t1
260290426025.0,adicion,t4
262864295004.0,adicion,t6
272002161815.0,adicion,t6
322141421890.0,objetivo,t5
345851546276.0,objetivo,t6
398710908011.0,objetivo,t6
416482500562.0,adicion,t1
434205726454.0,adicion,t6
494493420399.0,objetivo,t3
576775879723.0,adicion,t2
605743142033.0,adicion,t6
688347418200.0,adicion,t6
690621508598.0,adicion,t5
718123320467.0,adicion,t4
730965083879.0,adicion,t5
733896596767.0,adicion,t7
835208779179.0,objetivo,t7
859342694903.0,adicion,t5
881928871300.0,adicion,t7
911694901344.0,adicion,t6
912278471216.0,adicion,t5
914725196811.0,adicion,t3
932404274940.0,adicion,t2
939370325364.0,adicion,t6
941084829848.0,adicion,t3
974098682711.0,adicion,t5
991058356159.0,adicion,t6
24398052970.0,objetivo,t6
148209012812.0,adicion,t6
163912666933.0,adicion,t6
177210171013.0,adicion,t5
188787807171.0,objetivo,t4
207770313035.0,adicion,t5
214502134257.0,adicion,t5
223690117518.0,objetivo,t5
285426994466.0,adicion,t6
353170480623.0,objetivo,t5
357135338326.0,adicion,t4
366329896080.0,objetivo,t5
382479084710.0,adicion,t3
453971171949.0,objetivo,t6
528296791451.0,objetivo,t4
562550126243.0,objetivo,t6
626565407712.0,objetivo,t7
638913577485.0,objetivo,t2
654885983584.0,objetivo,t1
707191996634.0,objetivo,t4
748106448100.0,adicion,t7
761312247119.0,adicion,t1
784277369639.0,objetivo,t5
806295609990.0,adicion,t3
808084065536.0,objetivo,t5
844991164276.0,adicion,t2
880583320843.0,objetivo,t5
19547488404.0,adicion,t7
22036997964.0,objetivo,t4
23330797669.0,objetivo,t7
74270665461.0,objetivo,t5
103519215562.0,objetivo,t6
114743929370.0,adicion,t4
122626631461.0,objetivo,t2
176382772845.0,adicion,t5
327624784289.0,objetivo,t4
348039902741.0,adicion,t4
371780303443.0,adicion,t4
431326446631.0,adicion,t1
570748621023.0,objetivo,t7
572127493463.0,adicion,t1
600994492047.0,adicion,t3
609327193084.0,objetivo,t4
631001114775.0,adicion,t5
675898214973.0,objetivo,t1
677760895689.0,adicion,t2
817368413123.0,adicion,t6
853300645288.0,adicion,t3
893626831041.0,objetivo,t6
901323437362.0,adicion,t6
912799649672.0,adicion,t3
947882614274.0,objetivo,t6
963684030462.0,adicion,t6
967397365826.0,adicion,t1
986207395125.0,adicion,t6
52578143.0,adicion,t2
13031376004.0,adicion,t5
167307059402.0,adicion,t6
203833470040.0,adicion,t5
245671862555.0,adicion,t8
265483326994.0,adicion,t6
271231225875.0,objetivo,t6
281491227448.0,adicion,t5
287829634667.0,objetivo,t6
351834495850.0,adicion,t4
444227367144.0,adicion,t6
500337118581.0,adicion,t6
603136961240.0,objetivo,t8
622409250626.0,adicion,t6
736971048887.0,objetivo,t3
756434427971.0,objetivo,t3
766589103325.0,objetivo,t5
783865842714.0,objetivo,t2
840652085254.0,objetivo,t5
843078502317.0,objetivo,t7
874257970945.0,objetivo,t4
946492459053.0,adicion,t2
958023275040.0,adicion,t6
79359128363.0,adicion,t6
94149357268.0,objetivo,t7
158829324459.0,adicion,t2
158969185398.0,objetivo,t5
175690702039.0,objetivo,t7
222161223750.0,objetivo,t3
287993057779.0,adicion,t5
330037540381.0,adicion,t5
391922876820.0,objetivo,t1
422986647829.0,objetivo,t6
435845100096.0,adicion,t7
441123967972.0,adicion,t5
451329395093.0,objetivo,t6
464796054742.0,adicion,t1
482984518804.0,objetivo,t5
518358320994.0,adicion,t5
549516188550.0,objetivo,t4
612595566507.0,adicion,t1
640786167434.0,adicion,t5
665436340823.0,objetivo,t5
681028132369.0,adicion,t3
730449633276.0,adicion,t7
731458644173.0,adicion,t6
755728004472.0,adicion,t4
785772369124.0,objetivo,t2
825120152904.0,adicion,t2
834580047878.0,objetivo,t5
851142902846.0,adicion,t6
867880428026.0,adicion,t5
878649552112.0,adicion,t2
914416644033.0,adicion,t5
922198724797.0,objetivo,t3
17959100326.0,objetivo,t6
39919975331.0,objetivo,t5
78401524458.0,objetivo,t5
95427060419.0,objetivo,t5
125446740440.0,objetivo,t5
207011010492.0,adicion,t5
253734536607.0,adicion,t7
263399418398.0,objetivo,t3
299881479902.0,adicion,t3
306307109551.0,adicion,t7
333369967433.0,adicion,t1
343566328109.0,adicion,t5
351167952942.0,adicion,t6
373134128542.0,adicion,t7
419091477374.0,objetivo,t4
423891139990.0,objetivo,t3
492284836933.0,adicion,t5
520232712725.0,adicion,t5
531103624961.0,objetivo,t2
568109794486.0,objetivo,t5
636575594670.0,adicion,t5
647213089102.0,adicion,t7
680323008227.0,objetivo,t5
700315088347.0,objetivo,t5
740057579048.0,adicion,t4
789558802931.0,objetivo,t7
795124164329.0,objetivo,t5
845849765016.0,adicion,t1
872282320252.0,adicion,t1
942430364605.0,adicion,t3
34049862844.0,adicion,t7
70534216521.0,adicion,t4
77587878257.0,adicion,t3
100251222118.0,adicion,t5
109673395926.0,objetivo,t6
120323692358.0,adicion,t1
182276331669.0,adicion,t6
208351720103.0,adicion,t3
239691131708.0,adicion,t4
240265154989.0,adicion,t6
256667107068.0,adicion,t6
272601207359.0,adicion,t5
308096435254.0,adicion,t6
316691453308.0,adicion,t6
350600294609.0,objetivo,t4
418444408098.0,adicion,t4
454926702174.0,objetivo,t4
483464522788.0,objetivo,t7
601859835999.0,adicion,t3
686786463978.0,objetivo,t6
711740758397.0,adicion,t4
760934162174.0,objetivo,t5
888813452164.0,adicion,t6
896857911759.0,adicion,t7
980213357385.0,adicion,t5
989458926053.0,adicion,t6
13122014132.0,adicion,t1
22543152077.0,adicion,t2
54755001300.0,adicion,t2
69049844790.0,objetivo,t5
119913093642.0,objetivo,t2
137470424706.0,adicion,t4
170295250594.0,objetivo,t5
179329009061.0,objetivo,t6
292696034492.0,objetivo,t7
329523497353.0,adicion,t7
343615944006.0,adicion,t2
369183410834.0,adicion,t4
522787202943.0,objetivo,t6
532455293255.0,objetivo,t7
555689546818.0,objetivo,t1
562602747366.0,adicion,t4
600699538092.0,objetivo,t4
691413104084.0,adicion,t5
743034086019.0,objetivo,t6
745162210794.0,adicion,t5
780768629342.0,adicion,t3
793371220870.0,objetivo,t1
795385596260.0,objetivo,t6
804241127169.0,adicion,t7
933441323913.0,objetivo,t7
955481265075.0,objetivo,t6
956363599564.0,objetivo,t5
976835436188.0,objetivo,t5
37874738624.0,adicion,t1
89349091579.0,objetivo,t6
119093656620.0,adicion,t6
147855592538.0,adicion,t1
180311634382.0,objetivo,t7
272326693086.0,objetivo,t5
280646382916.0,adicion,t6
386201617816.0,adicion,t6
400438118312.0,adicion,t5
551932271299.0,objetivo,t4
654151238897.0,adicion,t6
692248841316.0,adicion,t5
704910215687.0,objetivo,t6
706193124971.0,objetivo,t4
740725255073.0,adicion,t6
742785560005.0,objetivo,t6
765647427129.0,adicion,t6
816869516041.0,objetivo,t5
830256542060.0,adicion,t4
848610578158.0,objetivo,t6
953540721146.0,objetivo,t6
980747825687.0,objetivo,t4
985340710226.0,objetivo,t5
71161915318.0,adicion,t5
99146683780.0,adicion,t3
118473100465.0,objetivo,t3
174829600055.0,objetivo,t6
180634027521.0,adicion,t5
194804353469.0,objetivo,t6
206998515250.0,adicion,t6
209030405745.0,adicion,t1
221708591244.0,adicion,t4
227933109948.0,adicion,t6
236911487207.0,adicion,t5
266322961457.0,adicion,t2
443560964882.0,adicion,t6
475748750660.0,objetivo,t5
494053812611.0,objetivo,t6
567243164586.0,adicion,t7
568515737195.0,adicion,t6
626541547427.0,objetivo,t5
631909916794.0,adicion,t5
765283421567.0,adicion,t6
773447946017.0,adicion,t5
839101383938.0,adicion,t6
854198497379.0,objetivo,t6
863921450573.0,adicion,t6
867594770726.0,adicion,t5
902257656413.0,objetivo,t5
905643530791.0,adicion,t2
984674754142.0,objetivo,t5
18518506836.0,objetivo,t6
80234330470.0,adicion,t3
100806146882.0,adicion,t7
121757629118.0,adicion,t1
124219205309.0,adicion,t6
191586036698.0,objetivo,t5
201714246644.0,adicion,t5
250497208879.0,objetivo,t6
303076244361.0,adicion,t6
314671261163.0,adicion,t5
316523674492.0,adicion,t1
327530814554.0,objetivo,t5
334282946717.0,objetivo,t6
368832836380.0,adicion,t5
420743566573.0,adicion,t3
478670483891.0,adicion,t5
480790661565.0,objetivo,t2
527883967219.0,adicion,t6
658676770622.0,objetivo,t6
680723742583.0,adicion,t4
739334370632.0,objetivo,t7
775024388303.0,objetivo,t7
778567077439.0,adicion,t6
851330358605.0,adicion,t5
880562387342.0,objetivo,t6
915983268937.0,adicion,t3
918259739749.0,objetivo,t3
944191662410.0,adicion,t5
969986959609.0,adicion,t1
3172750193.0,adicion,t2
3635401017.0,objetivo,t6
59796678619.0,adicion,t3
70191035995.0,objetivo,t1
102725324626.0,adicion,t5
160897029991.0,objetivo,t4
192932689517.0,adicion,t7
209094626560.0,objetivo,t5
255313408050.0,adicion,t5
264882709768.0,objetivo,t5
269419831162.0,adicion,t5
269603029432.0,objetivo,t5
272490325833.0,adicion,t3
278525365110.0,objetivo,t6
400260015115.0,adicion,t2
418568370660.0,objetivo,t7
423130698635.0,adicion,t6
435711678008.0,objetivo,t7
441216103467.0,adicion,t4
520903486000.0,objetivo,t5
600154351540.0,objetivo,t5
751083588231.0,objetivo,t5
770418091813.0,objetivo,t6
803891416713.0,objetivo,t5
821705754298.0,adicion,t1
941659696246.0,adicion,t5
947627854123.0,objetivo,t5
973664356453.0,objetivo,t4
18775629106.0,objetivo,t3
40548523455.0,adicion,t6
55175179557.0,adicion,t6
61158501466.0,adicion,t1
107308577288.0,adicion,t7
122618808844.0,adicion,t4
153349888167.0,objetivo,t6
163136047373.0,adicion,t4
259012569284.0,adicion,t3
294108949997.0,objetivo,t5
306957906889.0,objetivo,t7
316468832060.0,objetivo,t2
392598842049.0,adicion,t6
401847848499.0,adicion,t6
413649640044.0,adicion,t5
425458018604.0,adicion,t5
523151709078.0,adicion,t6
530243237730.0,adicion,t5
698618756891.0,objetivo,t6
706425842680.0,objetivo,t5
806310729230.0,objetivo,t6
905824261805.0,adicion,t5
914555568316.0,objetivo,t6
922522805356.0,objetivo,t4
950298078904.0,adicion,t4
965610002238.0,objetivo,t4
49702027071.0,adicion,t6
52089643697.0,objetivo,t6
55817365703.0,adicion,t2
74019726141.0,adicion,t7
227126167768.0,objetivo,t6
248332554658.0,objetivo,t3
252186926650.0,adicion,t5
263691499132.0,adicion,t5
293084266526.0,objetivo,t2
324947172323.0,objetivo,t6
330128479404.0,objetivo,t6
345614415659.0,objetivo,t6
385153997412.0,objetivo,t7
417743466689.0,objetivo,t6
427878492360.0,objetivo,t1
440948019599.0,adicion,t6
480042287747.0,adicion,t5
483642980155.0,objetivo,t6
517720390294.0,adicion,t6
538703667365.0,objetivo,t6
558941213425.0,adicion,t1
569337463246.0,adicion,t3
673870670436.0,adicion,t5
692565121838.0,adicion,t5
740071501615.0,objetivo,t6
797618673712.0,adicion,t1
802172662357.0,adicion,t6
817456034287.0,adicion,t7
872692988218.0,adicion,t1
893160071464.0,adicion,t2
911655383012.0,adicion,t4
923764410477.0,objetivo,t4
947820460687.0,objetivo,t6
987757091859.0,adicion,t5
32439578822.0,objetivo,t5
74204934227.0,objetivo,t6
85745546549.0,adicion,t4
242124444162.0,adicion,t6
336324984183.0,objetivo,t6
355446659457.0,objetivo,t6
359323171798.0,objetivo,t5
392044248669.0,objetivo,t5
447597519585.0,adicion,t5
518273238599.0,adicion,t5
613177227199.0,adicion,t4
654125437697.0,adicion,t5
690320519016.0,adicion,t6
690838473202.0,adicion,t6
691540081105.0,adicion,t5
734015949811.0,objetivo,t4
750733973011.0,adicion,t6
810825750977.0,objetivo,t6
877607430063.0,adicion,t3
953727567685.0,adicion,t5
959257247215.0,adicion,t1
988735784903.0,adicion,t5
990895868593.0,objetivo,t6
996204996451.0,adicion,t6
999247399983.0,objetivo,t6
45089832418.0,objetivo,t7
87126148481.0,adicion,t5
172930778047.0,objetivo,t7
184765475750.0,objetivo,t5
192296342898.0,objetivo,t5
247382589555.0,objetivo,t5
295206403052.0,adicion,t3
321914030499.0,adicion,t2
376353283509.0,objetivo,t6
385198175155.0,adicion,t5
421494905707.0,adicion,t4
426876443859.0,objetivo,t5
432505765424.0,objetivo,t6
457288011451.0,objetivo,t7
484761020331.0,adicion,t5
526776121673.0,adicion,t1
552683143373.0,adicion,t3
566347465220.0,objetivo,t6
568130161580.0,objetivo,t6
635829865689.0,adicion,t6
648808636318.0,adicion,t6
672361772886.0,objetivo,t5
702414778917.0,adicion,t6
727346511015.0,objetivo,t6
765764296545.0,adicion,t7
803225653563.0,objetivo,t6
835419111649.0,adicion,t6
836113529007.0,objetivo,t6
864178687706.0,adicion,t5
892732505308.0,objetivo,t5
915994434250.0,adicion,t7
920131676728.0,adicion,t6
995278065349.0,adicion,t5
75850259019.0,objetivo,t5
137790092439.0,adicion,t6
145594638319.0,objetivo,t6
187598050067.0,objetivo,t7
201565160514.0,adicion,t3
246887437297.0,objetivo,t7
255225833047.0,objetivo,t5
284233415687.0,adicion,t5
301906848588.0,objetivo,t6
302448055795.0,adicion,t5
303118730697.0,objetivo,t7
318288798576.0,adicion,t1
319407794603.0,adicion,t4
336955661042.0,adicion,t5
364698163433.0,objetivo,t5
387475617638.0,objetivo,t5
415563188449.0,objetivo,t6
428610100730.0,objetivo,t5
470053752651.0,adicion,t5
500495775270.0,adicion,t1
501978329465.0,adicion,t7
530460624905.0,objetivo,t7
534322292496.0,objetivo,t4
538965726040.0,objetivo,t5
569913217316.0,objetivo,t5
582703130740.0,adicion,t3
624507905385.0,adicion,t1
652670832959.0,adicion,t6
670677910471.0,objetivo,t4
711503228131.0,adicion,t3
732157002896.0,objetivo,t2
741379543260.0,adicion,t7
746900827795.0,adicion,t1
754321935238.0,objetivo,t7
849672287272.0,objetivo,t5
857228074752.0,adicion,t6
949792830621.0,objetivo,t4
983704692993.0,adicion,t2
3749640891.0,objetivo,t1
21755852274.0,adicion,t6
30965606434.0,adicion,t6
31720890073.0,objetivo,t6
79598941714.0,objetivo,t5
118200797310.0,adicion,t7
129236460277.0,objetivo,t3
130336325773.0,adicion,t6
177848510146.0,adicion,t6
195441145974.0,objetivo,t4
209957099124.0,adicion,t4
213996764627.0,adicion,t1
231162014523.0,adicion,t3
247874059489.0,adicion,t5
249233240015.0,objetivo,t3
261250124737.0,objetivo,t5
281115248485.0,adicion,t4
303151494242.0,adicion,t5
354849381593.0,adicion,t4
394136541173.0,adicion,t5
399815111529.0,objetivo,t6
404152771018.0,objetivo,t5
494536455136.0,adicion,t5
496331860696.0,objetivo,t6
507307866948.0,adicion,t6
571248854671.0,adicion,t3
614107004610.0,objetivo,t6
661503889545.0,objetivo,t7
662930788430.0,objetivo,t3
672921404267.0,objetivo,t7
703203732531.0,objetivo,t3
710509054874.0,objetivo,t6
741908597947.0,adicion,t5
754314242671.0,objetivo,t5
856399634108.0,objetivo,t6
867873145103.0,objetivo,t7
911855428576.0,adicion,t1
936952072736.0,adicion,t7
28585327115.0,objetivo,t5
36897553388.0,adicion,t4
44499990422.0,objetivo,t5
101430955488.0,adicion,t6
103299879259.0,adicion,t6
133352448671.0,adicion,t3
284182569184.0,adicion,t6
292327795359.0,objetivo,t3
325027318755.0,adicion,t3
325584708272.0,adicion,t1
339291721192.0,adicion,t6
395100755971.0,objetivo,t5
407557463905.0,adicion,t1
413942430501.0,adicion,t3
501710759551.0,adicion,t4
509150220212.0,objetivo,t4
539724159586.0,adicion,t5
553215762760.0,adicion,t5
555471934883.0,objetivo,t5
641675810271.0,objetivo,t6
700314423209.0,objetivo,t7
719635924982.0,objetivo,t6
727126560735.0,adicion,t1
768042356835.0,objetivo,t5
805433109966.0,adicion,t5
810518688667.0,adicion,t4
883027859814.0,objetivo,t5
927686710968.0,objetivo,t5
942043370488.0,adicion,t6
952586867861.0,objetivo,t5
86289210010.0,objetivo,t6
228021446414.0,adicion,t3
235985311581.0,adicion,t6
255880011403.0,objetivo,t1
260983188806.0,objetivo,t6
275344957612.0,adicion,t5
277114364314.0,adicion,t2
329157355235.0,adicion,t5
461049210141.0,objetivo,t5
471098880880.0,objetivo,t6
490265818520.0,adicion,t5
504656878327.0,objetivo,t8
514238802052.0,adicion,t2
569458758369.0,objetivo,t7
574251023920.0,objetivo,t4
593689029453.0,adicion,t1
600346073882.0,adicion,t6
611008667079.0,adicion,t3
632823055932.0,adicion,t6
678285964368.0,adicion,t6
704461838950.0,objetivo,t5
707131389010.0,adicion,t5
717172961779.0,adicion,t1
782177553505.0,adicion,t5
784766927791.0,objetivo,t6
787384096571.0,objetivo,t5
811513517076.0,objetivo,t2
816481850992.0,adicion,t7
837415625183.0,adicion,t5
837901290419.0,adicion,t5
939417521984.0,objetivo,t6
987707656230.0,adicion,t6
996707177454.0,adicion,t1
998323564374.0,adicion,t3
33317011101.0,objetivo,t5
90358497840.0,adicion,t5
118041725848.0,adicion,t6
213772326450.0,objetivo,t1
247816769673.0,adicion,t2
274960774975.0,adicion,t5
283674800128.0,objetivo,t6
287491340719.0,objetivo,t7
325285594983.0,objetivo,t7
329429053133.0,objetivo,t3
365936112014.0,adicion,t6
396278380408.0,objetivo,t5
398519930039.0,objetivo,t5
430349303331.0,objetivo,t6
461200283912.0,adicion,t6
478726254932.0,objetivo,t5
508035965948.0,objetivo,t4
530063918983.0,objetivo,t6
588512035190.0,adicion,t1
615333097771.0,objetivo,t6
639070049336.0,adicion,t6
640269305379.0,adicion,t4
641448603841.0,adicion,t4
654579407407.0,adicion,t3
666466576411.0,objetivo,t1
712797858341.0,objetivo,t6
745255626327.0,objetivo,t5
791539561187.0,objetivo,t6
833509093917.0,objetivo,t5
850980018051.0,objetivo,t1
5191529673.0,adicion,t4
11166765009.0,adicion,t6
26721755605.0,objetivo,t7
44280140069.0,adicion,t6
53503068761.0,adicion,t5
88313716990.0,adicion,t6
137939350527.0,adicion,t3
169219843908.0,objetivo,t2
238146523200.0,objetivo,t6
262456329679.0,objetivo,t3
365512148286.0,objetivo,t6
418189711469.0,adicion,t2
547734876573.0,adicion,t5
602943919764.0,adicion,t7
607151540222.0,objetivo,t5
632369003651.0,objetivo,t7
748875172967.0,adicion,t5
794623673788.0,objetivo,t2
842384360564.0,adicion,t5
857436162023.0,adicion,t3
868149504866.0,adicion,t4
870575493848.0,objetivo,t7
886673533684.0,objetivo,t6
942263217457.0,adicion,t5
173583989153.0,adicion,t5
193249981385.0,objetivo,t5
200102199807.0,adicion,t6
205615187999.0,adicion,t6
310235219764.0,objetivo,t6
313738812052.0,adicion,t5
380735923462.0,objetivo,t4
527884107201.0,adicion,t5
530786586311.0,adicion,t5
556900552191.0,adicion,t6
575491554081.0,adicion,t5
605072183376.0,adicion,t3
612801045603.0,objetivo,t5
697375106824.0,objetivo,t5
747738318285.0,adicion,t5
749119366311.0,adicion,t7
778361472635.0,objetivo,t2
842386988792.0,objetivo,t6
884081329640.0,adicion,t2
888861276798.0,adicion,t7
923365141746.0,adicion,t6
936202334795.0,objetivo,t7
958429198394.0,adicion,t3
3253364993.0,objetivo,t6
28552274168.0,objetivo,t3
36077461014.0,adicion,t5
71173092296.0,adicion,t5
130808255628.0,objetivo,t5
140192212787.0,adicion,t6
141109358210.0,adicion,t5
143200269960.0,adicion,t6
156145467454.0,objetivo,t6
164945813113.0,objetivo,t7
240074966399.0,adicion,t7
245548531368.0,objetivo,t6
383430519670.0,objetivo,t6
388443416423.0,objetivo,t7
428401169054.0,objetivo,t6
450494158689.0,objetivo,t6
466983832431.0,objetivo,t7
619378878207.0,objetivo,t6
631342026255.0,objetivo,t5
636378968619.0,adicion,t6
654035855371.0,objetivo,t6
771823057457.0,adicion,t1
816408091799.0,adicion,t6
844730502847.0,objetivo,t5
900749364715.0,adicion,t4
914271905351.0,objetivo,t6
935930647481.0,adicion,t1
940081190595.0,objetivo,t7
979874805532.0,objetivo,t3
38539089680.0,adicion,t5
75591890421.0,adicion,t3
81596022432.0,adicion,t2
212945049803.0,adicion,t5
222097035368.0,objetivo,t7
232014792638.0,objetivo,t5
324254089927.0,adicion,t5
429215562475.0,adicion,t4
454938148366.0,adicion,t7
458356049440.0,adicion,t5
474862151429.0,adicion,t2
478229496229.0,adicion,t6
557813053985.0,objetivo,t7
609235193415.0,objetivo,t5
614882421277.0,adicion,t7
617106964488.0,adicion,t4
635808937344.0,objetivo,t6
651224530099.0,adicion,t3
665783416260.0,objetivo,t3
667042968745.0,adicion,t7
718633047819.0,adicion,t6
736697646264.0,objetivo,t4
742839158207.0,objetivo,t1
749374537056.0,objetivo,t5
775461804761.0,adicion,t3
784475996650.0,adicion,t5
802204704122.0,objetivo,t6
841702030874.0,objetivo,t8
872625205665.0,objetivo,t3
886197751055.0,adicion,t6
903358295031.0,adicion,t4
930058825266.0,adicion,t7
944976553074.0,objetivo,t4
953180777089.0,adicion,t6
979691484916.0,adicion,t4
15586992844.0,adicion,t3
50587972661.0,adicion,t1
220132508737.0,objetivo,t2
254249613844.0,adicion,t6
261697625743.0,objetivo,t6
320979860743.0,objetivo,t7
329757794075.0,adicion,t6
443698632991.0,adicion,t6
456495055264.0,objetivo,t6
467119097202.0,adicion,t3
483087320326.0,adicion,t5
486825263816.0,objetivo,t6
487285995563.0,objetivo,t5
511522089247.0,adicion,t5
517469259001.0,objetivo,t3
560238053512.0,adicion,t4
568352455220.0,adicion,t4
643570095512.0,adicion,t5
661437561286.0,objetivo,t6
700694510403.0,objetivo,t6
745523602711.0,objetivo,t6
14214552686.0,objetivo,t6
31023525082.0,objetivo,t6
31240089888.0,objetivo,t6
40522659726.0,objetivo,t6
43576175475.0,adicion,t3
57703461646.0,adicion,t6
168968074899.0,adicion,t7
183284128442.0,objetivo,t3
186548400588.0,adicion,t6
200585786003.0,adicion,t4
201820574462.0,adicion,t5
217961043412.0,adicion,t4
258908968739.0,objetivo,t4
274982743478.0,objetivo,t6
278070324212.0,adicion,t3
284591100491.0,adicion,t5
319401129040.0,adicion,t5
321074909711.0,adicion,t4
327856769484.0,objetivo,t6
412710620892.0,objetivo,t6
413165479577.0,adicion,t6
414039597847.0,objetivo,t6
471274716422.0,objetivo,t4
474218842075.0,adicion,t4
509653873657.0,adicion,t6
546288556882.0,objetivo,t6
565961517968.0,objetivo,t6
593402244531.0,adicion,t7
640099565404.0,objetivo,t6
657915346895.0,adicion,t5
659704579159.0,objetivo,t7
677071507394.0,objetivo,t4
687272293176.0,adicion,t4
692638596532.0,objetivo,t6
734340772724.0,adicion,t6
770572119861.0,adicion,t6
792157524684.0,adicion,t6
843794157220.0,objetivo,t5
844072012028.0,adicion,t6
865932882757.0,objetivo,t6
899316144928.0,adicion,t1
955819758420.0,objetivo,t3
967032780661.0,adicion,t3
65263134143.0,adicion,t4
71546171535.0,adicion,t3
135210174538.0,adicion,t4
152903079268.0,adicion,t5
172346423701.0,adicion,t6
198414894540.0,adicion,t6
211908269033.0,adicion,t1
258176343471.0,objetivo,t5
265949102626.0,adicion,t4
271024156284.0,adicion,t6
273439463525.0,objetivo,t6
317315866331.0,objetivo,t6
365059928160.0,objetivo,t3
374198194695.0,adicion,t1
404505703258.0,adicion,t3
454111363101.0,objetivo,t6
464970696435.0,adicion,t1
475363812357.0,adicion,t5
502896745190.0,adicion,t4
605528675495.0,objetivo,t3
635677204605.0,adicion,t4
667621751719.0,adicion,t5
669993566109.0,adicion,t1
680278082334.0,objetivo,t5
706546970379.0,objetivo,t6
738110933624.0,adicion,t5
753966589966.0,adicion,t4
756225689067.0,adicion,t5
796342695303.0,adicion,t1
822910656941.0,objetivo,t6
837310401043.0,adicion,t6
